time_step,true_pos_x,pred_pos_x,error
539,-0.7,-0.58037853,-0.119621456
540,-0.72,-0.65488267,-0.06511736
541,-0.73,-0.7097571,-0.02024293
542,-0.73,-0.74519086,0.01519084
543,-0.74,-0.7669841,0.026984096
544,-0.75,-0.78003764,0.030037642
545,-0.75,-0.7869911,0.03699112
546,-0.76,-0.7899296,0.029929638
547,-0.77,-0.7910706,0.0210706
548,-0.77,-0.7926371,0.022637129
549,-0.78,-0.7946353,0.0146353245
550,-0.79,-0.7978531,0.007853091
551,-0.8,-0.8024838,0.0024837852
552,-0.81,-0.808452,-0.0015479922
553,-0.81,-0.8154528,0.0054528117
554,-0.82,-0.8225455,0.0025455356
555,-0.83,-0.82845974,-0.0015402436
556,-0.83,-0.83329797,0.0032979846
557,-0.84,-0.83629215,-0.0037078261
558,-0.84,-0.8405553,0.0005553365
559,-0.84,-0.8454642,0.005464256
560,-0.84,-0.84997714,0.009977162
561,-0.84,-0.8535311,0.013531148
562,-0.84,-0.8577839,0.01778394
563,-0.84,-0.8617039,0.021703899
564,-0.84,-0.8649074,0.02490741
565,-0.84,-0.8672581,0.027258098
566,-0.84,-0.8687804,0.0287804
567,-0.84,-0.8698014,0.029801428
568,-0.84,-0.8701861,0.030186117
569,-0.84,-0.87011683,0.030116856
570,-0.84,-0.86972785,0.029727876
571,-0.84,-0.8692163,0.02921635
572,-0.84,-0.8684306,0.02843064
573,-0.83,-0.86750305,0.037503064
574,-0.83,-0.8653058,0.035305798
575,-0.83,-0.8626276,0.032627642
576,-0.83,-0.85985994,0.02985996
577,-0.83,-0.8572781,0.027278125
578,-0.82,-0.8547269,0.034726918
579,-0.82,-0.8509712,0.03097123
580,-0.82,-0.84696734,0.026967347
581,-0.82,-0.8432952,0.023295224
582,-0.81,-0.8397335,0.029733479
583,-0.81,-0.8348373,0.024837315
584,-0.81,-0.82973635,0.01973635
585,-0.8,-0.8251449,0.025144875
586,-0.8,-0.81986046,0.019860446
587,-0.79,-0.81456864,0.024568617
588,-0.79,-0.8085475,0.018547475
589,-0.79,-0.8018973,0.011897266
590,-0.78,-0.79626215,0.016262174
591,-0.78,-0.7901429,0.010142922
592,-0.77,-0.7842132,0.014213204
593,-0.77,-0.7787763,0.008776307
594,-0.76,-0.77310514,0.013105154
595,-0.76,-0.76624715,0.006247163
596,-0.75,-0.75651646,0.0065164566
597,-0.74,-0.74426556,0.004265547
598,-0.74,-0.73070633,-0.009293675
599,-0.72,-0.71859264,-0.0014073849
600,-0.72,-0.7057407,-0.014259338
601,-0.71,-0.6940366,-0.015963376
602,-0.7,-0.68244624,-0.017553747
603,-0.69,-0.6708348,-0.019165218
604,-0.67,-0.65906906,-0.010930955
605,-0.66,-0.6456046,-0.014395416
606,-0.65,-0.63155544,-0.018444538
607,-0.63,-0.617615,-0.012385011
608,-0.62,-0.60273755,-0.017262459
