time_step,true_yaw_cos,pred_yaw_cos,error
445,-0.9970322,-0.94194704,-0.055085182
446,-0.9970322,-0.9434451,-0.05358714
447,-0.9970322,-0.94734836,-0.04968387
448,-0.9971483,-0.95128924,-0.04585904
449,-0.99896854,-0.9546001,-0.044368446
450,-0.99736667,-0.9608879,-0.036478758
451,-0.99905616,-0.9654045,-0.03365165
452,-0.9974619,-0.96935284,-0.028109074
453,-0.99764335,-0.9712566,-0.026386738
454,-0.99920094,-0.97475594,-0.024444997
455,-0.997875,-0.97875184,-0.019123137
456,-0.9979414,-0.98138005,-0.01656133
457,-0.99931484,-0.9834382,-0.01587665
458,-0.99895006,-0.98566616,-0.013283908
459,-0.99903804,-0.9864584,-0.01257962
460,-0.999112,-0.9869433,-0.012168705
461,-0.99914867,-0.98733526,-0.011813402
462,-0.99949646,-0.98761827,-0.011878192
463,-0.9992433,-0.9884105,-0.010832846
464,-0.99929744,-0.9884938,-0.01080364
465,-0.9993512,-0.988488,-0.010863185
466,-0.9993763,-0.98870397,-0.010672331
467,-0.99959207,-0.9893284,-0.010263681
468,-0.9996144,-0.990478,-0.009136438
469,-0.9996249,-0.9916378,-0.007987082
470,-0.99965394,-0.99240047,-0.007253468
471,-0.9996628,-0.99298745,-0.0066753626
472,-0.9996797,-0.9932066,-0.0064730644
473,-0.9999925,-0.9932737,-0.0067188144
474,-0.9999944,-0.99285805,-0.007136345
475,-0.9999951,-0.9920248,-0.007970333
476,-0.99999577,-0.9908455,-0.009150267
477,-0.99998546,-0.9894674,-0.010518074
478,-0.9999897,-0.987629,-0.012360692
479,-0.99999154,-0.98608905,-0.013902485
480,-0.99999344,-0.9847265,-0.015266955
481,-0.99999607,-0.9835663,-0.016429782
482,-0.9999971,-0.9826769,-0.017320156
483,-0.9999987,-0.9817159,-0.018282771
484,-0.9999993,-0.9807712,-0.0192281
485,-0.99999994,-0.97950864,-0.020491302
486,-1.0,-0.9782267,-0.021773279
487,-0.99999994,-0.9767264,-0.023273528
488,-0.9999993,-0.9750506,-0.024948657
489,-0.9999987,-0.9732537,-0.026744962
490,-0.999998,-0.9711573,-0.028840661
491,-0.999999,-0.96890765,-0.031091332
492,-0.9999948,-0.9672869,-0.03270793
493,-0.99999344,-0.9652168,-0.034776628
494,-0.99999744,-0.9628857,-0.03711176
495,-0.9999969,-0.96074784,-0.039249063
496,-0.99999636,-0.9585855,-0.041410863
497,-0.9999951,-0.95610285,-0.043892264
498,-0.9999936,-0.9534488,-0.04654485
499,-0.9999925,-0.9505782,-0.049414277
500,-0.9999906,-0.9474149,-0.052575707
501,-0.9999895,-0.94432056,-0.05566895
502,-0.9999866,-0.9410554,-0.058931172
503,-0.9999852,-0.9380058,-0.061979413
504,-0.9999838,-0.9863744,-0.013609409
505,-0.99997973,-1.0249028,0.024923086
506,-0.99997795,-1.0449313,0.044953346
507,-0.99997044,-1.0524186,0.052448153
508,-0.999968,-1.0526909,0.05272287
509,-0.99996084,-1.0497309,0.049770057
510,-0.99995774,-1.0455447,0.045587003
511,-0.9999484,-1.0407088,0.040760398
512,-0.99993694,-1.0353909,0.035453916
513,-0.9999321,-1.0301815,0.030249417
514,-0.9999229,-1.0250673,0.025144458
515,-0.9999054,-1.02018,0.02027458
516,-0.9998745,-1.0148805,0.015006065
517,-0.9998444,-1.0090692,0.009224832
518,-0.99982035,-1.0029818,0.0031614304
519,-1.0,-0.99693334,-0.003066659
520,-0.9997739,-0.9905335,-0.0092404485
521,-1.0,-0.98608017,-0.01391983
522,-1.0,-0.98039454,-0.019605458
523,-0.99962807,-0.9756105,-0.024017572
524,-0.99955523,-0.9732483,-0.026306927
525,-0.9994626,-0.9699081,-0.029554486
526,-0.9993428,-0.96516347,-0.03417933
527,-0.9950372,-0.95971495,-0.03532225
528,-0.99866575,-0.9541111,-0.04455465
529,-0.9912279,-0.9433932,-0.047834754
530,-0.9975733,-0.9300426,-0.06753069
531,-0.9838699,-0.92654437,-0.057325542
532,-0.97618705,-0.8966548,-0.079532266
533,-0.96152395,-0.8405013,-0.12102264
534,-0.9284767,-0.7545064,-0.17397028
535,-0.8320503,-0.6085412,-0.22350913
536,6.123234e-17,-0.3351809,0.3351809
537,0.70710677,0.17622115,0.53088564
538,0.8944272,0.59402305,0.30040413
539,0.96152395,0.86003524,0.10148871
540,0.9838699,1.0110487,-0.027178764
541,0.9883717,1.0779347,-0.08956307
542,0.99227786,1.0876929,-0.095414996
543,0.9938837,1.0696988,-0.07581508
544,0.9938837,1.0419147,-0.048030972
545,0.9938837,1.0136899,-0.019806147
546,0.9938837,0.9900675,0.003816247
547,0.99450547,0.9727608,0.021744668
548,0.9950372,0.9632597,0.0317775
549,0.9950372,0.9607456,0.034291625
550,0.9950372,0.9621186,0.032918572
551,0.9950372,0.9651925,0.029844701
552,0.9950372,0.96882844,0.026208758
553,0.9954955,0.9723828,0.023112714
554,0.9958932,0.97673815,0.019155025
555,0.9958932,0.9843588,0.011534393
556,0.9958932,0.99417627,0.0017169118
557,0.99654573,1.0037273,-0.007181585
558,0.9972678,1.0124202,-0.015152395
559,0.99763036,1.0198361,-0.02220571
560,0.99778515,1.02547,-0.027684867
561,0.9980526,1.0292584,-0.031205773
562,0.99816847,1.0317992,-0.03363073
563,0.9982744,1.0317155,-0.033441126
564,0.9982744,1.0302713,-0.031996906
565,0.9982744,1.0282558,-0.029981434
566,0.99837136,1.02629,-0.027918696
567,0.99837136,1.0251844,-0.02681303
568,0.99837136,1.0244228,-0.026051402
569,0.99837136,1.0238189,-0.025447488
570,0.99837136,1.0232528,-0.024881482
571,0.99846035,1.0227101,-0.024249732
572,0.99846035,1.0224465,-0.02398616
573,0.99854225,1.0220944,-0.02355212
574,0.99854225,1.0220542,-0.023511946
575,0.99854225,1.0217552,-0.02321297
576,0.9986178,1.0210618,-0.02244395
577,0.9986178,1.020465,-0.021847188
578,0.9986178,1.0195614,-0.020943582
579,0.9986178,1.0184872,-0.019869387
580,0.99875236,1.0171431,-0.018390775
581,0.99875236,1.0163151,-0.017562747
582,0.99875236,1.015201,-0.016448617
583,0.99875236,1.0137272,-0.014974833
584,0.9988124,1.011877,-0.013064563
585,0.9988124,1.0102241,-0.0114117265
586,0.9988124,1.0086604,-0.009848058
587,0.9988124,1.0068381,-0.008025706
588,0.9978469,1.0050337,-0.00718683
589,0.99806327,0.9985527,-0.00048941374
590,0.99806327,0.9929508,0.005112469
591,0.99806327,0.98865354,0.009409726
592,0.9989201,0.98518556,0.0137345195
593,0.99896854,0.9869429,0.012025654
594,0.99896854,0.98889625,0.010072291
595,0.99896854,0.9896196,0.009348929
596,0.99896854,0.9905375,0.008431017
597,0.99896854,0.99208164,0.0068868995
598,0.99905616,0.9936956,0.0053605437
599,0.99916804,0.9946215,0.004546523
600,0.99916804,0.99503744,0.004130602
601,0.99920094,0.9941864,0.0050145388
602,0.9992612,0.99254215,0.006719053
603,0.99928874,0.9907963,0.00849241
604,0.99931484,0.98899436,0.010320485
605,0.9993395,0.9872514,0.01208812
606,0.9993628,0.98535025,0.014012575
607,0.999385,0.98344153,0.015943468
608,0.99942595,0.98181087,0.01761508
609,0.9994449,0.9803806,0.019064307
610,0.9998434,0.9795074,0.020336032
611,0.99914867,0.9810285,0.01812017
612,0.99921167,0.9784185,0.02079314
613,0.99989104,0.97632396,0.02356708
614,0.9999119,0.97877187,0.021140039
615,0.9999259,0.9813197,0.018606186
616,0.99993527,0.9825831,0.017352164
617,0.99994636,0.9829678,0.016978562
618,0.99995804,0.98270047,0.017257571
619,0.99956757,0.9822211,0.017346442
620,0.99997336,0.9796871,0.020286262
621,0.9996375,0.9801174,0.019520104
622,0.9997297,0.97867966,0.021050036
623,0.9997359,0.9786733,0.021062613
624,0.9997476,0.979387,0.020360589
625,0.99999344,0.9802931,0.019700348
626,0.99999607,0.9824372,0.017558873
627,0.9999987,0.98386765,0.016131043
628,0.9999997,0.9906275,0.009372175
629,1.0,0.9880657,0.01193428
630,0.9999997,0.98362315,0.016376555
631,0.9999987,0.9819326,0.018066108
632,0.9999971,0.9826127,0.01738435
633,0.999999,0.98427516,0.015723825
634,0.99999833,0.98691654,0.013081789
635,0.9999969,0.989316,0.010680914
